Kalimat;Kategori
beliau tidak menanggapi keluhan itu tapi mengeluarkan sebuah buku berbahasa belanda dan memerplihatkan sebuah gambar;Narasi
gambar itu adalah sebuah ruangan yang sempit dikelilingi tembok tebal yang suram tinggi gelap dan berjeruji;Narasi
kesan di dalamnya begitu pengap angker penuh kekerasan dan kesedihan;Narasi
inilah sel pak karno di sebuah penjara di bandung di sini beliau menjalani hukuman dan setiap hari belajar setiap waktu membaca buku;Deskripsi
beliau adalah salah satu orang tercerdas yang pernah dimiliki bangsa ini;Deskripsi
kami tersihir dalam senyap;Narasi
mulai saat itu kami tidak pernah lagi memprotes keadaan sekolah kami;Narasi
pernah suatu ketika hujan turun amat lebat petir sambar menyambar;Narasi
trapani dan mahar memakai terindak topi kerucut dari daun lais khas tentara vietkong untuk melindungi jambul mereka;Narasi
kucai borek dan sahara memakai jas hujan kuning;Narasi
tapi sehari pun kami tidak pernah bolos dan kami tidak pernah mengeluh tidak sedikit pun kami tidak pernah mengeluh;Narasi
jumlah orang tionghoa di kampung kami sekitar sepertiga dari total penduduk;Deskripsi
ada orang kek ada orang hokian ada orang tongsan dan ada yang tidak tahu asal usulnya;Narasi
bisa saja mereka yang lebih dulu mendiami pulau ini dari pada siapa pun;Narasi
aichang phok kiaw dan khaknai seluruhnya itu perangkat penambangan timah primitif;Deskripsi
komunitas ini selalu rendah hati dan pekerja keras;Narasi
meskipun jauh terpisah dari akar budayanya namun mereka senantiasa memelihara adat istiadatnya;Narasi
persis bersebelahan dengan toko toko kelontong milik warga tionghoa ini berdiri tembok tinggi yang panjang;Narasi
dilarang masuk bagi yang tidak memiliki hak;Narasi
di atas tembok ini tidak hanya ditancapi pecahan pecahan kaca tapi juga dililitkan empat jalur kawat berduri seperti di kamp auschwitz;Narasi
namun tidak seperti temok besar cina yang melindungi berbagai dinasti dari sebuan suku suku mongol di utara;Narasi
tembok di belitong yang angkuh dan berkelak kelok sepanjang kiloan meter ini adalah pengukuhan sebuah dominasi dan perbedaan status sosial;Narasi
di balik tembok itu terlindung sebuah kawasan yang disebut gedong;Narasi
gedong yaitu negeri asing yang jika berada di dalamnya orang akan merasa tidak sedang berada di belitong;Narasi
dan di dalam sana berdiri sekolah sekolah pn;Narasi
sekolah pn itu sebutan untuk sekolah milik pn (perusahaan negara) timah sebuah perusahaan yang paling berpengaruh di belitong;Narasi
suatu sore seorang gentleman keluar dari balik tembok itu untuk berkeliling kampung dengan sebuah chevrolet corvette;Narasi
tak satu pun kulihat ada anak muda memegang pacul;Narasi
tak pernah kulihat orang orang muda demikian malas seperti di sini;Narasi
ha apa dia kira kami bangsa petani;Narasi
kami adalah buruh buruh tambang yang bangga padi tidak tumbuh di atas tanah tanah kami yang kaya material tambang;Deskripsi
belitong tampak sebagai garis pantai kuning berkilauan karena bijih bijih timah dan kuarsa yang disirami cahaya matahari;Deskripsi
tuhan memberkahi belitong dengan timah bukan agar kapal yang berlayar ke pulau itu tidak menyimpang ke laut cina selatan;Deskripsi
ia punya jalan raya jembatan pelabuhan real estate bendungan dok kapal sarana telekomunikasi air listrik rumah rumah sakit sarana olahraga kelengkapan sarana hiburan dan sekolah sekolah;Deskripsi
pn merupakan penghasil timah nasional terbesar yang mempekerjakan tidak kurang dari 14000 orang;Deskripsi
ia menyerap hampir seluruh angkatan kerja di belitong dan menghasilkan devisa jutaan dolar;Narasi
lahan eksploiotasinya tidak terbatas;Narasi
mesin raksasa pn bekerja siang malam merambah laut sungai dan rawa rawa bersuara mengerikan laksana kawanan dinosaurus;Narasi
di titik tertinggi siklus komidi putar di masa keemasan itu penumpangnya mabuk ketinggian dan tertidur nyenyak;Narasi
melanjutkan mimpi gelap yang ditiup tiupkan kolonialis;Narasi
pulau belitong yang makmur seperti mengasingkan diri dari tanah sumatra;Narasi
kasta majemuk itu tersusun rapi mulai dari prak petinggi pn timah;Narasi
maka lahirlah kaum menak kebalikan dari institusi yang ingin memelihara citra aristokrat;Narasi
pn melimpahi orang staf dengan penghasilan dan fasilitas kesehatan pendidikan promosi transportasi dan hiburan;Narasi
di dalam rumah utama sang majikan terdapat ruang tamu dengan lampu lampu yang teduh dan perabotan mewah;Narasi
jika duduk di atasnya seseorang dapat merasa dirinya seperti seorang paduka raja;Narasi
di samping ruang tamu adalah ruang makan tempat para penghuni rumah makan malam;Narasi
di pagi hari mereka senang mencicipi omelet dan menyeruput teh;Narasi
halaman setiap rumah sangat luas dan tidak dipagar;Narasi
kebanyakan didekorasi dengan karya seni instalasi dari konstruksi logam yang maknanya tidak mudah dicerna orang awam;Narasi
tak ada parit karena semua sistem pembuangan diatur di bawah tanah;Narasi
pekarangan ditumbuhi pinang raja bambu jepang pisang kipas dan berjenis jenis palem;Narasi
tenang dan tidak berisik kecuali sedikit bunyi rupanya anjing pudel sedang mengejar beberapa ekor kucing anggora;Narasi
namun selain suara hewan hewan lucu itu sore ini terdengar lamat lamat denting piano dari salah satu kastil victoria;Narasi
floriana atau flo yang tomboi salah seorang siswa sekolah pn sedang les piano;Deskripsi
guru privatnya sangat bersemangat tapi flo sendiri terkantuk kantuk tanpa minat;Narasi
kedua tangannya menopang wajah murungnya sambil menguap berulang ulang;Narasi
grand piano merk steinway and sons yang hitam dingin dan berkilauan;Deskripsi
wajah flo seperti kucing kebanyakan tidur dan bangun magrib magrib;Deskripsi
bapak flo adalah orang hebat seseorang yang amat terpelajar;Deskripsi
ia adalah insinyur lulusan terbaik dari technische universiteit delf di holland;Deskripsi
ia adalah salah satu dari segelintir orang melayu asli belitong yang berhak tinggal di gedong dan orang kampung yang mampu mencapai karier tinggi;Deskripsi
semakin keras suara bapaknya menghardik semakin lebar flo menguap;Narasi
pokok perkaranya sederhana yakni beliau telah memiliki beberapa anak laki laki dan flo si bungsu adalah anak perempuan satu satunya;Narasi
namun anak perempuannya ini bersikeras ingin menjadi laki laki;Narasi
setiap hari beliau berusaha memerempuankan flo antara lain dengan memaksanya kursus piano;Narasi
grand piano itu didatangkan dengan kapal khusus dari jakarta;Narasi
guru privat yang merupakan seorang instruktur musik profesional juga khusus dijemput dari tanjong pandan;Deskripsi
flo lebih senang untuk latihan kick boxing dan angkat barbel;Narasi
flo tidak suka menerima dirinya sebagai seorang perempuan;Narasi
mungkin karena pengaruh dari saudara saudara kandungnya yang seluruhnya laki laki;Narasi
maka ia memotong rambut dengan model lurus pendek;Narasi
ia bercelana jeans kaos oblong dan membuang anting anting yang dibelikan ibunya;Narasi
kampung kami adalah kampung terkaya di indonesia;Deskripsi
inilah kampung tambang yang menghasilkan timah dengan harga lebih mahal puluhan kali lipat dibanding sebatang padi;Deskripsi
triliunan rupiah aset tertanam di sana miliaran rupiah uang berputar sangat cepat;Narasi
namun kekayaan itu tertangkap hanya di satu tempat;Narasi
ia tertanam di dalam batas batas tembok tinggi gedong;Narasi
hanya beberapa jengkal di luar lingkaran tembok tersaji pemandangan kontras seperti langit dan bumi;Narasi
berlebihan jika disebut daerah kumuh tapi tidak keliru jika diumpamakan kota yang dilanda gerhana berkepanjangan;Narasi
di sana di luar lingkar tembok gedong hidup komunitas melayu belitong yang jika belum punya enam anak belum berhenti beranak pinak;Narasi
di luar tembok feodal tadi berdirilah rumah rumah kami;Narasi
tak ada orang kaya di sana yang ada hanya kerumunan toko miskin di pasar tradisional dan rumah rumah panggung;Narasi
pemiliknya tidak ingin merubuhkannya karena tidak ingin berpisah dengan kenangan masa jaya atau karena tidak punya uang;Narasi
di antara rumah panggung itu berdesak desakan kantor polisi gudang gudang logistik pn kantor telepon toa pekong kantor camat gardu listrik kua masjid kantor pos;Deskripsi
bangunan yang dibuat tanpa perencanaan sehingga menjadi warung kopi;Narasi
komunitas tionghoa tinggal di bangunan permanen yang juga digunakan sebagai toko;Deskripsi
mereka tidak memiliki pekarangan;Deskripsi
adapun pekarangan rumah orang melayu ditumbuhi jarak pagar beluntas beledu kembang sepatu dan semak belukar;Deskripsi
pagar kayu saling—silang di parit bersemak di mana tergenang air mati berwarna cokelat;Deskripsi
entok dan ayam kampung berkeliaran seenaknya;Deskripsi
kambing yang tidak dijaga melalap tanaman bunga kesayangan sehingga sering menimbulkan keributan kecil;Deskripsi
jalan raya di kampung ini panas menggelegak dan ingar bingar oleh suara logam yang saling beradu ketika truk lalu—lalang;Deskripsi
kawasan kampung ini dapat disebut sebagai urban atau perkotaan;Deskripsi
sepanjang waktu mereka hilir mudik dengan sepeda;Narasi
semuanya para penduduk kambing entok ayam dan seluruh bangunan itu tampak berdebu tidak teratur tidak berseni dan kusam;Narasi
keseharian orang pinggiran ini amat monoton;Narasi
pagi yang sunyi senyap mendadak sontak berantakan ketika kantor pusat pn timah membunyikan sirine pukul 7 kurang 10;Narasi
sirine itu memekakkan telinga dalam radius puluhan kilometer;Narasi
karna mendengah serine para kuli pn bertopi kuning bertebaran membanjiri jalan raya;Narasi
mereka berdesakan terburu buru mengayuh sepeda dalam rombongan atau jalan kaki karna jam kerja akan segera dimulai;Narasi
jumlah mereka ribuan;Narasi
mereka menyerbu tempat kerja masing masing: bengkel bubut kilang minyak gudang beras dok kapal dan unit unit pencucian timah;Narasi
tepat pukul 7 kembali dibunyikan sirene kedua tanda jam resmi masuk kerja;Narasi
lalu tiba tiba jalan jalan raya kampung kampung dan pasar kembali lengang sunyi senyap;Narasi
setelah pukul 7 pagi rumah orang melayu belitong hanya dihuni kaum wanita para pensiunan dan anak anak kecil yang belum sekolah;Narasi
kampung kembali hidup pada pukul 10 yaitu ketika wanita wanita itu memainkan orkestra menumbuk bumbu;Narasi
suara alu yang dilantakkan ke dalam lumpang kayu bertalu talu sahut menyahut dari rumah ke rumah;Narasi
pukul 12 sirine kembali berbunyi kali ini adalah sebagai tanda istirahat;Narasi
dalam sekejap jalan raya dipenuhi para kuli yang pulang sebentar;Narasi
lapar membuat mereka tampak seperti semut semut hitam yang sarangnya terbakar;Narasi
lebih tergesa dibanding waktu mereka berangkat pagi tadi;Narasi
pukul 2 siang sirine berdengung lagi memanggil mereka bekerja;Narasi
parakuli ini akan kembali pulang ke peraduan setelah terdengar sirine yang sangat panjang tepat pukul 5 sore;Narasi
demikianlah yang berlangsung selama puluhan tahun lamanya;Narasi
bagi mereka semuanya adalah menu utama;Narasi
pada musim barat ketika nelayan enggan melaut menu utama itu adalah ikangabus;Narasi
parakuli yang bernafsu makan besar sesuai dengan kalorinya yang terbakar akan makan sebanyak banyaknya;Narasi
agar lebih praktis tidak jarang baskom kecil nasi langsung digunakan sebagai piring;Narasi
di situlah diguyur semangkuk gangan yaitu masakan tradisional dengan bumbu kuning;Narasi
setiap subuh para istri meniup siong (potongan bambu) untuk menghidupkan tumpukan kayu bakar;Narasi
asap mengepul masuk ke dalam rumah;Narasi
membangunkan entok yang dipelihara di bawah rumah panggung;Narasi
asap itu membuat penghuni rumah terbatuk batuk;Narasi
di sepanjang jalur pedesaan rumah penduduk berserakan berhadap hadapan dipisahkan oleh jalan raya;Narasi
dulu nenek moyang mereka berladang di hutan;Narasi
orang orang pedesaan ini hidup bersahaja umumnya berkebun mengambil hasil hutan dan mendapat bonus musiman dari siklus buah buahan lebah madu dan ikan air tawar;Narasi
mereka mendiami tanah dan di belakang rumah mereka terhampar ribuan hektar tanah tidak bertuan padang sabana rawa rawa dan aliran air bening yang belum tercemar;Narasi
sekolah sekolah pn timah yaitu tk sd smp pn berada dalam kawasan gedong;Narasi
sekolah sekolah itu berdiri megah dan dikelilingi pagar besi tinggi melambangkan kedisiplinan dan mutu tinggi pendidikan;Narasi
sekolah pn merupakan center of excellence atau tempat bagi semua hal yang terbaik;Narasi
institusi pendidikan yang sangat modern ini lebih tepat disebut percontohan bagaimana seharusnya generasi muda dibina;Narasi
gedung gedung sekolah pn didesain dengan arsitektur yang tidak kalah indahnya dengan rumah bergaya victoria di sekitarnya;Narasi
ruangan kelasnya dicat warna warni dengan tempelan gambar kartun yang edukatif poster operasi dasar matematika tabel pemetaan unsur kimia peta dunia jam dinding termometer dan foto para ilmuwan;Deskripsi
di setiap kelas ada patung anatomi tubuh yang lengkap globe yang besar white board dan alat peraga konstelasi planet planet;Narasi
di dalam kelas kelas itu puluhan siswa brilian bersaing ketat dalam standar mutu yang sanggat tinggi;Narasi
tanaman kerai payung ditanam untuk mengundang burung;Narasi
daunnya lebat tidak kenal musim;Narasi
bentuk daunnya cekung sehingga dapat menampung embun untuk burung burung minum;Narasi
dahannya pun mungil menarik hati burung segala ukuran;Narasi
50 meter dari pohon ini tumbuh pohon gantiri;Narasi
tingginya hampir 20 meter dua kali lebih tinggi dari kerai payung;Narasi
konfigurasi ini menguntungkan bagi burung burung kecil cantik agar selalu menjaga jarak dengan manusia;Narasi
sepertinya setiap makhluk yang merasa dirinya cantik memang cenderung menjaga jarak;Narasi
burung serindit melayu melakukan pengawasan dari dahan dahan tinggi sambil jungkir balik;Narasi
melangak longok ke sana kemari apakah ada para musuh;Narasi
buah ganitri yang biru mampu menyamarkan kehadiran mereka;Narasi
kemampuan burung ini berakrobat menyebabkan dia memiliki tambahan nama hanging;Narasi
jika keadaan sudah aman kawanan ini akan menukik tajam menuju dahan dahan filicium dan tanpa ampun;Narasi
dengan paruhnya yang mampu memutuskan kawat;Narasi
secepat kilat unggas mungil rakus ini menjarah buah buah kecil filicium;Narasi
pelajaran moral nomor tiga: “jika kamu cantik hidup kamu tidak tenang“;Narasi
seumpama suku suku badui di jazirah arab yang menggantungkan hidup pada oasis maka filicium tua yang menaungi atap kelas kami ini adalah mata air bagi kami;Narasi
hari hari kami terorientasi pada pohon itu;Narasi
ia saksi bagi drama masa kecil kami;Narasi
di dahannya kami membuat rumah rumahan;Narasi
di balik daunnya kami bersembunyi jika bolos pelajaran kewarganegaraan;Narasi
di batang pohonnya kami menuliskan janji setia persahabatan dan mengukir nama nama kecil kami dengan pisau lipat;Narasi
di akarnya yang menonjol kami duduk berkeliling mendengar kisah bu mus tentang petualangan hang jebat;Narasi
di bawah keteduhan daunnya yang rindang kami bermain lompat kodok berlatih sandiwara romeo dan juliet tertawa menangis bernyanyi belajar dan bertengkar;Narasi
setelah serindit melayu terbang melesat pergi seperti anak panah hadrilah jalak kerbau;Narasi
penampilan burung ini sangat tidak istimewa;Narasi
karena tidak istimewa maka tidak ada yang memerhatikannya;Narasi
mereka santai saja bertamu ke haribaan dedaunan filicium;Narasi
menikmati setiap gigitan buah kecilnya buang hajat sesuka hatinya;Narasi
bahkan ketika mulutnya penuh mereka pun akan membersihkan paruhnya dengan menggosok gosokkannya pada filicium;Narasi
mereka kemudian akan turun ke tanah buncit penuh daging bulat beringsut ingsut laksana seorang mc;Narasi
tak peduli pada dunia;Narasi
sebaliknya kami pun tidak tertarik menggodanya;Narasi
interaksi kami dengan jalak kerbau adalah acuh dan individualistis;Narasi
demikian pula hubungan kami dengan burung ungkut ungkut yang mematuki ulat di kulit filicium;Narasi
menurutku ungkut ungkut mendapat nama lokal yang tidak adil;Narasi
bayangkan nama bukunya adalah coppersmith barbet;Narasi
nyatanya ia tidak lebih dari burung biru pucat membosankan dengan bunyi yang lebih membosankan kut kut kut;Narasi
pada jam ini kami mendapat pelajaran kewarganegaraan yang jauh lebih membosankan;Narasi
suara kut—kut—kut persis di luar jendela kelas kami jelas lebih menghibur dibanding materi pelajaran bergaya monoton itu;Narasi
setelah ungkut ungkut berlalu hinggaplah kawanan cinenen kelabu yang mencari serangga sisa makanan ungkut ungkut;Narasi
tak pernah kulihat mereka hadir bersamaan;Narasi
lalu silih berganti sampai menjelang sore berkunjung burung burung madu sepah pipit jalak biasa gelatik batu dan burung matahari yang berjingkat jingkat riang dari dahan ke dahan;Narasi
demikian harmonisnya ekosistem yang terpusat pada sebatang pohon filicium anggota familia acacia ini;Narasi
seperti para guru yang mengabdi di bawahnya pohon ini tidak henti hentinya menyokong kehidupan sekian banyak spesies;Narasi
pada musim hujan ia semakin semarak;Narasi
puluhan jenis kupu kupu belalang sembah bunglon lintah jamur telur beracun kumbang capung ulat bulu dan ular daun saling berebutan tempat;Narasi
“aku mau ikut ke pasar cai“ syahdan memohon kepada kucai;Narasi
